"activity_guid","activity_type","activity_label","status_code","status_date","activity_date","exclusivity","state_info","error_code","error_message","is_canceled","is_expired","retries","postponed_to","started_on","finished_on","_created_by","_updated_by","created_on","_created_user_id","updated_on","_updated_user_id","_created_timstm","attributes"
"2a823cd5-b592-41dd-9f93-f4cf053c9deb",report.smartcharge.optOuts,,succeeded,2022-07-06 07:34:08.699 +0300,2022-07-06,PAPI_DIAG_FAIL,"{""to"": ""2022-07-06T09:30:08.684-04:00"", ""from"": ""2022-07-06T00:34:08.659-04:00"", ""params"": {""vehicleId"": ""fb8a77cc-928e-413b-b4d4-bc7fb50859e8"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""fb8a77cc-928e-413b-b4d4-bc7fb50859e8"", ""vehicleVIN"": ""1G1RB6S50JU111454"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""c96469b6-9efe-4bdc-b086-b4aa506d510c"", ""chargerStatus"": ""plugged"", ""chargingState"": ""unknown"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-06 07:34:08.699 +0300,2022-07-06 07:34:08.699 +0300,,,2022-07-06 07:34:08.699 +0300,si_nam_177135_p,2022-07-06 07:34:08.699 +0300,si_nam_177135_p,2022-07-06 07:34:08.699 +0300,"[fb8a77cc-928e-413b-b4d4-bc7fb50859e8, null, xcel]"
"9f0fd509-780e-4b35-a20a-851f668d0512",report.smartcharge.optOuts,,succeeded,2022-07-06 04:05:08.050 +0300,2022-07-06,OPT_OUT_SMS,"{""to"": ""2022-07-06T10:00:43.403-04:00"", ""from"": ""2022-07-05T21:02:13.001-04:00"", ""params"": {""vehicleId"": ""2a738b1e-f00d-4f02-aad8-c8c55a5b0b14"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""2a738b1e-f00d-4f02-aad8-c8c55a5b0b14"", ""vehicleVIN"": ""1G1RB6S53KU125513"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""593e5f60-e110-46ea-ab3d-421e6dbf0279"", ""chargerStatus"": ""plugged"", ""chargingState"": ""idle"", ""blockReasonCode"": ""OPT_OUT_SMS"", ""vehicleLocation"": ""work""}",,,false,false,0,,2022-07-06 04:05:08.050 +0300,2022-07-06 04:05:08.050 +0300,,,2022-07-06 04:05:08.050 +0300,si_nam_177135_p,2022-07-06 04:05:08.050 +0300,si_nam_177135_p,2022-07-06 04:05:08.050 +0300,"[2a738b1e-f00d-4f02-aad8-c8c55a5b0b14, null, xcel]"
"9e7276ea-7cc1-4392-aa0f-8b2c219f300f",report.smartcharge.optOuts,,succeeded,2022-07-06 00:05:30.876 +0300,2022-07-05,PAPI_DIAG_FAIL,"{""to"": ""2022-07-06T19:00:00-04:00"", ""from"": ""2022-07-05T17:00:00-04:00"", ""params"": {""vehicleId"": ""39b529a0-bd8a-43ed-aaaf-881b50a48ddc"", ""utilityCode"": ""nationalgrid""}, ""isPlugged"": false, ""vehicleId"": ""39b529a0-bd8a-43ed-aaaf-881b50a48ddc"", ""vehicleVIN"": ""1G1FZ6S06N4128462"", ""utilityCode"": ""nationalgrid"", ""enrollmentId"": ""73e7ed73-a3eb-4c1b-961b-986c94e96e5b"", ""chargerStatus"": ""unknown"", ""chargingState"": ""unknown"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-06 00:05:30.876 +0300,2022-07-06 00:05:30.876 +0300,,,2022-07-06 00:05:30.876 +0300,si_nam_177135_p,2022-07-06 00:05:30.876 +0300,si_nam_177135_p,2022-07-06 00:05:30.876 +0300,"[39b529a0-bd8a-43ed-aaaf-881b50a48ddc, null, nationalgrid]"
a94090b4-1bbf-4ff8-8ee0-b2f64a5ec118,report.smartcharge.optOuts,,succeeded,2022-07-05 17:31:53.408 +0300,2022-07-05,OPT_OUT_PLUGOUT_PLUGIN,"{""to"": ""2022-07-05T11:00:02.81-04:00"", ""from"": ""2022-07-05T10:15:29.001-04:00"", ""params"": {""vehicleId"": ""fff5d717-ff00-430f-99b5-6578cc3ecb67"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""fff5d717-ff00-430f-99b5-6578cc3ecb67"", ""vehicleVIN"": ""1G1FZ6S05N4117601"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""9397ce59-9e47-4f7e-a0b5-8170ef50b1bf"", ""chargerStatus"": ""plugged"", ""chargingState"": ""charging"", ""blockReasonCode"": ""OPT_OUT_PLUGOUT_PLUGIN"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-05 17:31:53.408 +0300,2022-07-05 17:31:53.408 +0300,,,2022-07-05 17:31:53.408 +0300,si_nam_177135_p,2022-07-05 17:31:53.408 +0300,si_nam_177135_p,2022-07-05 17:31:53.408 +0300,"[fff5d717-ff00-430f-99b5-6578cc3ecb67, null, xcel]"
c7c30a62-e77b-4116-9c49-0a8792ac79ae,report.smartcharge.optOuts,,succeeded,2022-07-05 17:31:43.249 +0300,2022-07-05,OPT_OUT_PLUGOUT_PLUGIN,"{""to"": ""2022-07-05T11:00:02.81-04:00"", ""from"": ""2022-07-05T10:15:29.001-04:00"", ""params"": {""vehicleId"": ""fff5d717-ff00-430f-99b5-6578cc3ecb67"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""fff5d717-ff00-430f-99b5-6578cc3ecb67"", ""vehicleVIN"": ""1G1FZ6S05N4117601"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""9397ce59-9e47-4f7e-a0b5-8170ef50b1bf"", ""chargerStatus"": ""plugged"", ""chargingState"": ""charging"", ""blockReasonCode"": ""OPT_OUT_PLUGOUT_PLUGIN"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-05 17:31:43.249 +0300,2022-07-05 17:31:43.249 +0300,,,2022-07-05 17:31:43.249 +0300,si_nam_177135_p,2022-07-05 17:31:43.249 +0300,si_nam_177135_p,2022-07-05 17:31:43.249 +0300,"[fff5d717-ff00-430f-99b5-6578cc3ecb67, null, xcel]"
"84a11d3c-1037-416a-b7ef-4a63219ce00c",report.smartcharge.optOuts,,succeeded,2022-07-05 17:28:52.296 +0300,2022-07-05,OPT_OUT_PLUGOUT_PLUGIN,"{""to"": ""2022-07-05T11:00:02.81-04:00"", ""from"": ""2022-07-05T10:15:29.001-04:00"", ""params"": {""vehicleId"": ""fff5d717-ff00-430f-99b5-6578cc3ecb67"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""fff5d717-ff00-430f-99b5-6578cc3ecb67"", ""vehicleVIN"": ""1G1FZ6S05N4117601"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""9397ce59-9e47-4f7e-a0b5-8170ef50b1bf"", ""chargerStatus"": ""plugged"", ""chargingState"": ""charging"", ""blockReasonCode"": ""OPT_OUT_PLUGOUT_PLUGIN"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-05 17:28:52.296 +0300,2022-07-05 17:28:52.296 +0300,,,2022-07-05 17:28:52.296 +0300,si_nam_177135_p,2022-07-05 17:28:52.296 +0300,si_nam_177135_p,2022-07-05 17:28:52.296 +0300,"[fff5d717-ff00-430f-99b5-6578cc3ecb67, null, xcel]"
f0168bca-2447-4444-8e9b-02dd4d98d412,report.smartcharge.optOuts,,succeeded,2022-07-05 14:23:00.675 +0300,2022-07-05,OPT_OUT_PLUGOUT_PLUGIN,"{""to"": ""2022-07-05T19:00:00-04:00"", ""from"": ""2022-07-05T17:00:00-04:00"", ""params"": {""vehicleId"": ""3405fb81-5f0a-4c0b-a726-77a5a77e5bc7"", ""utilityCode"": ""nationalgrid""}, ""isPlugged"": false, ""vehicleId"": ""3405fb81-5f0a-4c0b-a726-77a5a77e5bc7"", ""vehicleVIN"": ""1G1FW6S05H4155293"", ""utilityCode"": ""nationalgrid"", ""enrollmentId"": ""f16578c9-7c48-45e3-9242-db271b29c19c"", ""chargerStatus"": ""unplugged"", ""chargingState"": ""unknown"", ""blockReasonCode"": ""OPT_OUT_PLUGOUT_PLUGIN"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-05 14:23:00.675 +0300,2022-07-05 14:23:00.675 +0300,,,2022-07-05 14:23:00.675 +0300,si_nam_177135_p,2022-07-05 14:23:00.675 +0300,si_nam_177135_p,2022-07-05 14:23:00.675 +0300,"[3405fb81-5f0a-4c0b-a726-77a5a77e5bc7, null, nationalgrid]"
b739d2f7-3682-4daf-93fd-6a657c01a20e,report.smartcharge.optOuts,,succeeded,2022-07-03 19:14:10.772 +0300,2022-07-03,OPT_OUT_SMS,"{""to"": ""2022-07-04T06:30:11.898-04:00"", ""from"": ""2022-07-03T12:12:36.011-04:00"", ""params"": {""vehicleId"": ""8734199c-dba8-4dbe-8955-0b201c27a4b5"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""8734199c-dba8-4dbe-8955-0b201c27a4b5"", ""vehicleVIN"": ""1G1RB6S59JU126051"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""9fc3f38e-79d1-4b2f-8ce2-4aa50c0e1aa2"", ""chargerStatus"": ""plugged"", ""chargingState"": ""idle"", ""blockReasonCode"": ""OPT_OUT_SMS"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-03 19:14:10.772 +0300,2022-07-03 19:14:10.772 +0300,,,2022-07-03 19:14:10.772 +0300,si_nam_177135_p,2022-07-03 19:14:10.772 +0300,si_nam_177135_p,2022-07-03 19:14:10.772 +0300,"[8734199c-dba8-4dbe-8955-0b201c27a4b5, null, xcel]"
c3b72cb8-9371-4d2d-acc1-85e1ae7a92c0,report.smartcharge.optOuts,,succeeded,2022-07-03 17:38:32.945 +0300,2022-07-03,OPT_OUT_PLUGOUT_PLUGIN,"{""to"": ""2022-07-03T10:00:51.63-04:00"", ""from"": ""2022-07-02T22:49:16.001-04:00"", ""params"": {""vehicleId"": ""645e8344-5f9f-4ee4-a91b-72ddb5a62906"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""645e8344-5f9f-4ee4-a91b-72ddb5a62906"", ""vehicleVIN"": ""1G1FZ6S0XN4118646"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""5d685358-881b-4eb0-ad07-428b3e5e706b"", ""chargerStatus"": ""plugged"", ""chargingState"": ""charging"", ""blockReasonCode"": ""OPT_OUT_PLUGOUT_PLUGIN"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-03 17:38:32.945 +0300,2022-07-03 17:38:32.945 +0300,,,2022-07-03 17:38:32.945 +0300,si_nam_177135_p,2022-07-03 17:38:32.945 +0300,si_nam_177135_p,2022-07-03 17:38:32.945 +0300,"[645e8344-5f9f-4ee4-a91b-72ddb5a62906, null, xcel]"
e2ee30fc-bb5c-44b8-a45b-d2944af05955,report.smartcharge.optOuts,,succeeded,2022-07-03 01:48:23.133 +0300,2022-07-02,OPT_OUT_PLUGOUT_PLUGIN,"{""to"": ""2022-07-02T19:00:00-04:00"", ""from"": ""2022-07-02T17:00:00-04:00"", ""params"": {""vehicleId"": ""b2f8d832-0b18-499f-8bca-15c34e170b5e"", ""utilityCode"": ""nationalgrid""}, ""isPlugged"": true, ""vehicleId"": ""b2f8d832-0b18-499f-8bca-15c34e170b5e"", ""vehicleVIN"": ""1G1FZ6S01K4147030"", ""utilityCode"": ""nationalgrid"", ""enrollmentId"": ""d1dd1d64-486e-4afa-a23b-64f18ae7667e"", ""chargerStatus"": ""plugged"", ""chargingState"": ""idle"", ""blockReasonCode"": ""OPT_OUT_PLUGOUT_PLUGIN"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-03 01:48:23.133 +0300,2022-07-03 01:48:23.133 +0300,,,2022-07-03 01:48:23.133 +0300,si_nam_177135_p,2022-07-03 01:48:23.133 +0300,si_nam_177135_p,2022-07-03 01:48:23.133 +0300,"[b2f8d832-0b18-499f-8bca-15c34e170b5e, null, nationalgrid]"
"22fc7589-2f8d-4c27-973c-367c5c1d2c6a",report.smartcharge.optOuts,,succeeded,2022-07-02 17:38:06.673 +0300,2022-07-02,OPT_OUT_SMS,"{""to"": ""2022-07-03T10:00:33.375-04:00"", ""from"": ""2022-07-02T10:36:54.001-04:00"", ""params"": {""vehicleId"": ""2a738b1e-f00d-4f02-aad8-c8c55a5b0b14"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""2a738b1e-f00d-4f02-aad8-c8c55a5b0b14"", ""vehicleVIN"": ""1G1RB6S53KU125513"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""593e5f60-e110-46ea-ab3d-421e6dbf0279"", ""chargerStatus"": ""plugged"", ""chargingState"": ""charging"", ""blockReasonCode"": ""OPT_OUT_SMS"", ""vehicleLocation"": ""work""}",,,false,false,0,,2022-07-02 17:38:06.673 +0300,2022-07-02 17:38:06.673 +0300,,,2022-07-02 17:38:06.673 +0300,si_nam_177135_p,2022-07-02 17:38:06.673 +0300,si_nam_177135_p,2022-07-02 17:38:06.673 +0300,"[2a738b1e-f00d-4f02-aad8-c8c55a5b0b14, null, xcel]"
"172d466a-6627-41de-8278-a6c2af38cfa6",report.smartcharge.optOuts,,succeeded,2022-07-01 17:34:03.065 +0300,2022-07-01,PAPI_DIAG_FAIL,"{""to"": ""2022-07-02T10:00:03.057-04:00"", ""from"": ""2022-07-01T10:34:03.038-04:00"", ""params"": {""vehicleId"": ""f5337154-95eb-43c7-ab92-a9357243d318"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""f5337154-95eb-43c7-ab92-a9357243d318"", ""vehicleVIN"": ""1G1RA6S55JU158966"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""f75b0038-3550-4c7b-a737-c0fef8e95ad9"", ""chargerStatus"": ""plugged"", ""chargingState"": ""unknown"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-01 17:34:03.065 +0300,2022-07-01 17:34:03.065 +0300,,,2022-07-01 17:34:03.065 +0300,si_nam_177135_p,2022-07-01 17:34:03.065 +0300,si_nam_177135_p,2022-07-01 17:34:03.065 +0300,"[f5337154-95eb-43c7-ab92-a9357243d318, null, xcel]"
dc0c7e7b-6ae6-4d11-ac12-a9727d520836,report.smartcharge.optOuts,,succeeded,2022-07-01 17:34:00.721 +0300,2022-07-01,PAPI_DIAG_FAIL,"{""to"": ""2022-07-02T10:00:00.709-04:00"", ""from"": ""2022-07-01T10:34:00.689-04:00"", ""params"": {""vehicleId"": ""f5337154-95eb-43c7-ab92-a9357243d318"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""f5337154-95eb-43c7-ab92-a9357243d318"", ""vehicleVIN"": ""1G1RA6S55JU158966"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""f75b0038-3550-4c7b-a737-c0fef8e95ad9"", ""chargerStatus"": ""plugged"", ""chargingState"": ""unknown"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-01 17:34:00.721 +0300,2022-07-01 17:34:00.721 +0300,,,2022-07-01 17:34:00.721 +0300,si_nam_177135_p,2022-07-01 17:34:00.721 +0300,si_nam_177135_p,2022-07-01 17:34:00.721 +0300,"[f5337154-95eb-43c7-ab92-a9357243d318, null, xcel]"
a5db2bec-13a8-4256-baf8-5ac9faa83439,report.smartcharge.optOuts,,succeeded,2022-07-01 17:18:55.118 +0300,2022-07-01,PAPI_DIAG_FAIL,"{""to"": ""2022-07-02T10:00:55.109-04:00"", ""from"": ""2022-07-01T10:18:55.088-04:00"", ""params"": {""vehicleId"": ""069a46b2-71bd-4411-99bd-79acae52eb3d"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""069a46b2-71bd-4411-99bd-79acae52eb3d"", ""vehicleVIN"": ""1G1FZ6S08K4109097"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""e2b166e4-5744-400c-8c46-03ede4f42aba"", ""chargerStatus"": ""plugged"", ""chargingState"": ""unknown"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-01 17:18:55.118 +0300,2022-07-01 17:18:55.118 +0300,,,2022-07-01 17:18:55.118 +0300,si_nam_177135_p,2022-07-01 17:18:55.118 +0300,si_nam_177135_p,2022-07-01 17:18:55.118 +0300,"[069a46b2-71bd-4411-99bd-79acae52eb3d, null, xcel]"
"8e0887ec-a704-44e2-a45f-d3c16aed82b5",report.smartcharge.optOuts,,succeeded,2022-07-01 17:16:29.433 +0300,2022-07-01,PAPI_DIAG_FAIL,"{""to"": ""2022-07-02T08:30:29.425-04:00"", ""from"": ""2022-07-01T10:16:29.402-04:00"", ""params"": {""vehicleId"": ""1c223093-2ceb-45c5-b5bd-88539b2c8c29"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""1c223093-2ceb-45c5-b5bd-88539b2c8c29"", ""vehicleVIN"": ""1G1FZ6S06K4142728"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""644fc32e-260c-4b81-a07d-eb570d51bd7d"", ""chargerStatus"": ""plugged"", ""chargingState"": ""unknown"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-07-01 17:16:29.433 +0300,2022-07-01 17:16:29.433 +0300,,,2022-07-01 17:16:29.433 +0300,si_nam_177135_p,2022-07-01 17:16:29.433 +0300,si_nam_177135_p,2022-07-01 17:16:29.433 +0300,"[1c223093-2ceb-45c5-b5bd-88539b2c8c29, null, xcel]"
"775254db-498b-417b-9c98-4a5e6e18c523",report.smartcharge.optOuts,,succeeded,2022-07-01 03:57:26.008 +0300,2022-07-01,OPT_OUT_SMS,"{""to"": ""2022-07-01T10:00:23.65-04:00"", ""from"": ""2022-06-30T20:54:49.001-04:00"", ""params"": {""vehicleId"": ""2a738b1e-f00d-4f02-aad8-c8c55a5b0b14"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""2a738b1e-f00d-4f02-aad8-c8c55a5b0b14"", ""vehicleVIN"": ""1G1RB6S53KU125513"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""593e5f60-e110-46ea-ab3d-421e6dbf0279"", ""chargerStatus"": ""plugged"", ""chargingState"": ""charging"", ""blockReasonCode"": ""OPT_OUT_SMS"", ""vehicleLocation"": ""work""}",,,false,false,0,,2022-07-01 03:57:26.008 +0300,2022-07-01 03:57:26.008 +0300,,,2022-07-01 03:57:26.008 +0300,si_nam_177135_p,2022-07-01 03:57:26.008 +0300,si_nam_177135_p,2022-07-01 03:57:26.008 +0300,"[2a738b1e-f00d-4f02-aad8-c8c55a5b0b14, null, xcel]"
"2113c6a4-fb3e-4794-ad15-8b572f79ad71",report.smartcharge.optOuts,,succeeded,2022-06-30 17:25:14.239 +0300,2022-06-30,PAPI_DIAG_FAIL,"{""to"": ""2022-07-01T10:00:14.229-04:00"", ""from"": ""2022-06-30T10:25:14.211-04:00"", ""params"": {""vehicleId"": ""6eadd184-f51c-4ce7-adf8-e35061ad9acf"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""6eadd184-f51c-4ce7-adf8-e35061ad9acf"", ""vehicleVIN"": ""1G1FW6S00H4178027"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""f2ceffef-19f2-4559-b7f1-b56d407b4883"", ""chargerStatus"": ""plugged"", ""chargingState"": ""unknown"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-06-30 17:25:14.239 +0300,2022-06-30 17:25:14.239 +0300,,,2022-06-30 17:25:14.239 +0300,si_nam_177135_p,2022-06-30 17:25:14.239 +0300,si_nam_177135_p,2022-06-30 17:25:14.239 +0300,"[6eadd184-f51c-4ce7-adf8-e35061ad9acf, null, xcel]"
"095da320-a4c6-4305-9079-5f386f86e7d8",report.smartcharge.optOuts,,succeeded,2022-06-30 17:24:56.106 +0300,2022-06-30,PAPI_DIAG_FAIL,"{""to"": ""2022-06-30T12:00:56.097-04:00"", ""from"": ""2022-06-30T10:24:56.08-04:00"", ""params"": {""vehicleId"": ""f7a168b4-2b60-4839-ac8e-c8adf63baef0"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""f7a168b4-2b60-4839-ac8e-c8adf63baef0"", ""vehicleVIN"": ""1G1FY6S01N4116304"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""83529684-b557-451b-a087-4db360c3447d"", ""chargerStatus"": ""plugged"", ""chargingState"": ""unknown"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-06-30 17:24:56.106 +0300,2022-06-30 17:24:56.106 +0300,,,2022-06-30 17:24:56.106 +0300,si_nam_177135_p,2022-06-30 17:24:56.106 +0300,si_nam_177135_p,2022-06-30 17:24:56.106 +0300,"[f7a168b4-2b60-4839-ac8e-c8adf63baef0, null, xcel]"
"946da86c-d176-44bb-ad24-66075e33039d",report.smartcharge.optOuts,,succeeded,2022-06-29 23:33:13.886 +0300,2022-06-29,OPT_OUT_PLUGOUT_PLUGIN,"{""to"": ""2022-06-30T09:00:44.089-04:00"", ""from"": ""2022-06-29T16:24:13.007-04:00"", ""params"": {""vehicleId"": ""409a005b-0941-493a-9723-3b48bfa042cc"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""409a005b-0941-493a-9723-3b48bfa042cc"", ""vehicleVIN"": ""1G1FZ6S03K4109573"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""1ded9dd0-ed19-4556-b768-38e089ffcb04"", ""chargerStatus"": ""plugged"", ""chargingState"": ""charging"", ""blockReasonCode"": ""OPT_OUT_PLUGOUT_PLUGIN"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-06-29 23:33:13.886 +0300,2022-06-29 23:33:13.886 +0300,,,2022-06-29 23:33:13.886 +0300,si_nam_177135_p,2022-06-29 23:33:13.886 +0300,si_nam_177135_p,2022-06-29 23:33:13.886 +0300,"[409a005b-0941-493a-9723-3b48bfa042cc, null, xcel]"
"439812c5-64ff-44a8-ae72-127e67f21bfc",report.smartcharge.optOuts,,succeeded,2022-06-29 23:31:53.921 +0300,2022-06-29,OPT_OUT_PLUGOUT_PLUGIN,"{""to"": ""2022-06-30T09:00:44.089-04:00"", ""from"": ""2022-06-29T16:24:13.007-04:00"", ""params"": {""vehicleId"": ""409a005b-0941-493a-9723-3b48bfa042cc"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""409a005b-0941-493a-9723-3b48bfa042cc"", ""vehicleVIN"": ""1G1FZ6S03K4109573"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""1ded9dd0-ed19-4556-b768-38e089ffcb04"", ""chargerStatus"": ""plugged"", ""chargingState"": ""charging"", ""blockReasonCode"": ""OPT_OUT_PLUGOUT_PLUGIN"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-06-29 23:31:53.921 +0300,2022-06-29 23:31:53.921 +0300,,,2022-06-29 23:31:53.921 +0300,si_nam_177135_p,2022-06-29 23:31:53.921 +0300,si_nam_177135_p,2022-06-29 23:31:53.921 +0300,"[409a005b-0941-493a-9723-3b48bfa042cc, null, xcel]"
"0f58fd70-65ef-48ec-84ad-0b689a160e38",report.smartcharge.optOuts,,succeeded,2022-06-29 17:57:08.259 +0300,2022-06-29,PAPI_DIAG_FAIL,"{""to"": ""2022-06-30T10:00:08.249-04:00"", ""from"": ""2022-06-29T10:57:08.227-04:00"", ""params"": {""vehicleId"": ""069a46b2-71bd-4411-99bd-79acae52eb3d"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""069a46b2-71bd-4411-99bd-79acae52eb3d"", ""vehicleVIN"": ""1G1FZ6S08K4109097"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""e2b166e4-5744-400c-8c46-03ede4f42aba"", ""chargerStatus"": ""plugged"", ""chargingState"": ""unknown"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-06-29 17:57:08.259 +0300,2022-06-29 17:57:08.259 +0300,,,2022-06-29 17:57:08.259 +0300,si_nam_177135_p,2022-06-29 17:57:08.259 +0300,si_nam_177135_p,2022-06-29 17:57:08.259 +0300,"[069a46b2-71bd-4411-99bd-79acae52eb3d, null, xcel]"
b64cac02-93d1-4ebf-b798-e226d19a4779,report.smartcharge.optOuts,,succeeded,2022-06-29 17:56:02.742 +0300,2022-06-29,PAPI_DIAG_FAIL,"{""to"": ""2022-06-30T10:00:02.734-04:00"", ""from"": ""2022-06-29T10:56:02.715-04:00"", ""params"": {""vehicleId"": ""52e24cb3-eef2-491c-981f-b2c16a3cbc6d"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""52e24cb3-eef2-491c-981f-b2c16a3cbc6d"", ""vehicleVIN"": ""1G1RB6S50JU140243"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""a989ec97-db59-46eb-ba91-7134295b330a"", ""chargerStatus"": ""plugged"", ""chargingState"": ""unknown"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-06-29 17:56:02.742 +0300,2022-06-29 17:56:02.742 +0300,,,2022-06-29 17:56:02.742 +0300,si_nam_177135_p,2022-06-29 17:56:02.742 +0300,si_nam_177135_p,2022-06-29 17:56:02.742 +0300,"[52e24cb3-eef2-491c-981f-b2c16a3cbc6d, null, xcel]"
b8ba5c1a-4ef3-428b-ae63-d4279a397294,report.smartcharge.optOuts,,succeeded,2022-06-29 17:56:02.118 +0300,2022-06-29,PAPI_DIAG_FAIL,"{""to"": ""2022-06-30T09:15:02.109-04:00"", ""from"": ""2022-06-29T10:56:02.096-04:00"", ""params"": {""vehicleId"": ""0339b0e2-198b-41c5-bf34-1f71ca4303f7"", ""utilityCode"": ""xcel""}, ""isPlugged"": true, ""vehicleId"": ""0339b0e2-198b-41c5-bf34-1f71ca4303f7"", ""vehicleVIN"": ""1G1RB6S59JU131265"", ""utilityCode"": ""xcel"", ""enrollmentId"": ""6fd1d8ed-b5d4-49f2-bbea-8779c642ca04"", ""chargerStatus"": ""plugged"", ""chargingState"": ""unknown"", ""blockReasonCode"": ""PAPI_DIAG_FAIL"", ""vehicleLocation"": ""home""}",,,false,false,0,,2022-06-29 17:56:02.118 +0300,2022-06-29 17:56:02.118 +0300,,,2022-06-29 17:56:02.118 +0300,si_nam_177135_p,2022-06-29 17:56:02.118 +0300,si_nam_177135_p,2022-06-29 17:56:02.118 +0300,"[0339b0e2-198b-41c5-bf34-1f71ca4303f7, null, xcel]"
